typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20150101","2015","52","2015","784","ARE","United Arab Emirates","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","5901","Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","195.5","false","8","kg","195.5","false","195.5","false",,"false","13476.696",,"13476.696","0","false","true",
"C","A","20150101","2015","52","2015","826","GBR","United Kingdom","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","5901","Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","11257","false","-1","N/A",,"false","11257","false",,"false","68665",,"68665","0","true","false",
"C","A","20150101","2015","52","2015","882","WSM","Samoa","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","5901","Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","38","true","-1","N/A",,"false","38","true",,"false","224",,"224","6","true","false",
"C","A","20160101","2016","52","2016","36","AUS","Australia","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","5901","Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","85","false","-1","N/A",,"false","85","false",,"false",,"10215","10215","0","true","false",
"C","A","20160101","2016","52","2016","144","LKA","Sri Lanka","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","5901","Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1781","true","-1","N/A",,"false","1781","true",,"false","8313",,"8313","6","true","false",
"C","A","20160101","2016","52","2016","156","CHN","China","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","5901","Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","63.18","true","-1","N/A","0","false","63.18","true","0","false","670","0","670","6","false","true",
"C","A","20160101","2016","52","2016","242","FJI","Fiji","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","5901","Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1748.47","false","8","kg","1748.47","false","1748.47","false","0","false","50577.771","0","50577.771","0","false","true",
"C","A","20160101","2016","52","2016","246","FIN","Finland","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","5901","Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","22","true","-1","N/A",,"false","22","true",,"false","120",,"120","6","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","5901","Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","13","false","-1","N/A",,"false","13","false",,"false","602",,"602","0","true","false",
"C","A","20160101","2016","52","2016","288","GHA","Ghana","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","5901","Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","7","false","-1","N/A",,"false","7","false",,"false","45",,"45","0","true","false",
"C","A","20160101","2016","52","2016","296","KIR","Kiribati","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","5901","Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","49.86","false","8","kg","49.86","false","49.86","false","0","false","748",,"748","0","false","true",
"C","A","20160101","2016","52","2016","372","IRL","Ireland","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","5901","Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5","false","2","m²","1","false","5","false","0","false","75.269","0","75.269","0","false","true",
"C","A","20160101","2016","52","2016","398","KAZ","Kazakhstan","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","5901","Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3","false","-1","N/A",,"false","3","false",,"false","15",,"15","0","true","false",
"C","A","20160101","2016","52","2016","458","MYS","Malaysia","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","5901","Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1121","false","-1","N/A",,"false","1121","false",,"false","4952",,"4952","0","true","false",
"C","A","20160101","2016","52","2016","528","NLD","Netherlands","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","5901","Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","187","false","2","m²","400","false","187","false","0","false","2334.193",,"2334.193","0","false","true",
"C","A","20160101","2016","52","2016","554","NZL","New Zealand","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","5901","Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","15789.856","true","-1","N/A","0","false","15789.856","true","5289","false","82386.294",,"82386.294","6","false","true",
