name,longitude,latitude,city,state
Peninsula Community Theatre,145.04,-38.2312,Melbourne,
Link Theatre,116.6637,-31.6635,Northam,
Goldfields Arts Centre,121.4757,-30.7496,Kalgoorlie,
Camel Lane Theatre,113.6562,-24.8833,Carnarvon,
Sandalford Estate,115.0492,-33.7928,Wilyabrup,
New Lyric Theatre,115.6426,-33.3333,South Bunbury,
Fishtrap Theatre,115.7257,-32.5204,Mandurah,
Vale's Central Park Amphitheatre,115.9885,-31.7922,Perth,
The Weld Theatre,115.3441,-33.6475,Busselton,
Busselton Amphitheatre,115.3446,-33.6439,Busselton,
Garrick Theatre,115.9721,-31.8999,Perth,
Independent Theatre Association,116.0086,-31.8816,Perth,
Bridgetown Repertory Theatre,116.1361,-33.9546,Bridgetown,
Swan Park Theatre,116.0258,-31.8825,Perth,
BREC,115.6376,-33.322,East Bunbury,
Arts Margaret River,115.0679,-33.9543,Burnside,
KADS Theatre,116.0606,-31.9733,Perth,
Albany Port Theatre,117.8895,-35.0298,Albany,
Gibbs Pool Amphitheatre,115.916,-33.0818,Harvey,
Roleystone Theatre,116.0703,-32.1253,Perth,
Southern Edge Arts,117.8826,-35.0109,Albany,
Vancouver Arts Centre,117.8747,-35.0263,Albany,
Piesse Lake Amphitheatre,117.5616,-33.6856,Katanning,
The Bijou Theatre,121.8903,-33.8643,Esperance,
Nannup Amphitheatre,115.7618,-33.9763,Nannup,
Western Australian Ballet,115.8898,-31.9305,Perth,
Esperance Civic Centre,121.8894,-33.8602,Esperance,
Bamboo,115.8682,-31.941,Perth,
Lazy Susan's Comedy Den,115.8656,-31.9447,Perth,
"Big Top, Pleasure Gardens",115.8559,-31.9475,Perth,
Circus Theatre,115.8601,-31.9504,Perth,
Empyrean Theatre,115.8569,-31.9485,Perth,
Girls School,115.8761,-31.9566,Perth,
Noodle Palace,115.8291,-31.9518,Perth,
PICA – Perth Institute of Contemporary Arts,115.8602,-31.9498,Perth,
Quest on James,115.8532,-31.9459,Perth,
Salon Perdu Spiegeltent,115.8555,-31.9462,Perth,
State Library Theatre,115.8606,-31.9489,Perth,
The Bakery Artrage Complex,115.8536,-31.9466,Perth,
The Blue Room Theatre,115.8595,-31.9497,Perth,
The Flaming Locomotive,115.8595,-31.9498,Perth,
The Shambles,115.8589,-31.9491,Northbridge,WA
The Royale Theatre at Planet Royale,115.8567,-31.9484,Perth,
L'Euro Grande,115.8578,-31.9475,Perth,
Tales With A Twist,115.7334,-31.7222,Perth,
Galaxy Drive-in Theatre,115.8071,-31.8052,Perth,
Bare Naked Theatre,115.3441,-33.6488,Perth,
The Gilbert & Sullivan Society,115.8395,-31.8758,Perth,
Barking Gecko Theatre,115.859,-31.9498,Perth,
Geoff Gibbs Theatre,115.8676,-31.9209,Perth,
Black Swan State Theatre Company,115.8592,-31.9497,Perth,
Comedy Lounge,115.8534,-31.9513,Perth,
Grapevine Theatre Co.,115.8611,-31.9524,Perth,
Perth Playback Theatre,115.8143,-31.9171,Perth,
Perth Theatre,115.8616,-31.956,Perth,
"The Atrium Theatrette, Perth",115.8548,-31.9541,Perth,WA
Palace Cinemas Raine Square,115.8572,-31.9517,Perth,
Theatre Gardens,115.8202,-31.9514,Perth,
The Jonesway Theatre,115.8632,-31.9435,Perth,
Ellenbrook Performing Arts Centre,115.9643,-31.7856,Perth,
Theatre Kwong,115.9758,-31.7682,Perth,
Bok Choy Ballroom,115.8684,-31.9398,Perth,
Enright Studio - WAAPA,115.8664,-31.9205,Perth,
Noodle Palace,115.8702,-31.9373,Perth,
Roundhouse Theatre - WAAPA,115.8664,-31.9205,Perth,
WAAPA Music Auditorium,115.8664,-31.9205,Perth,
Melville Theatre,115.7933,-32.0351,Perth,
Camelot Arts,115.7635,-32.0095,Perth,
Akanna Entertainment,115.841,-32.0228,Perth,
Climbing Vine Theatre Company,115.9475,-31.9687,Perth,
Rockingham Theatre,115.737,-32.2769,Perth,
Como Theatre,115.8582,-31.9932,Perth,
Civic Amphitheatre,115.9299,-32.0157,Perth,
Murdoch Lecture Theatre - UWA,115.8198,-31.9786,Perth,
Cecil Andrews College,115.9924,-32.1418,Perth,
UWA Social Sciences Lecture Theatre,115.8206,-31.9812,Perth,
Callaway Music Auditorium,115.8182,-31.9789,Perth,
Blackbox Theatre,115.7451,-32.0531,Perth,
Fremantle Arts Centre,115.7541,-32.0477,Perth,
Freo Royale - Bufffalo Club,115.7445,-32.0549,Perth,
Harbour Theatre,115.7491,-32.0513,Perth,
Kulcha,115.7472,-32.0557,Perth,
Luna on SX,115.7474,-32.057,Perth,
Phoenix Theatre,115.7794,-32.0467,Perth,
UWA New Fortune Theatre,115.8105,-31.9777,Perth,
Windsor Theatre,115.8022,-31.9797,Perth,
Spare Parts Puppet Theatre,115.7451,-32.0531,Perth,
"Hew Roberts Theatre, UWA",115.812,-31.976,Perth,
Fremantle Comedy Factory,115.748,-32.0549,Perth,
Gate One,115.7856,-31.9756,Perth,
Old Theatre Lane,115.7818,-31.9826,Perth,
Somerville Auditorium,115.8188,-31.9801,Perth,
Hackett Hall,115.7981,-31.9476,Perth,
Playlovers Theatre,115.7984,-31.9468,Perth,
Shen Yun Performing Arts,115.8237,-31.9467,Perth,
Subiaco Arts Centre,115.8203,-31.9518,Perth,
Yirra Yaakin Theatre Company,115.8204,-31.9518,Perth,
